datestr,A_plus,A_minus,B_plus,B_minus,AB_plus,AB_minus,O_plus,O_minus,total
20150410,59,10,27,2,4,1,74,18,195
20150411,49,2,23,1,6,3,71,10,165
20150412,10,1,8,0,1,0,18,7,45
20150413,58,4,21,3,2,1,69,11,169
20150414,36,3,14,0,2,0,71,11,137
20150415,84,8,22,1,6,2,121,18,262
20150416,46,7,27,2,8,0,86,5,181
20150417,46,4,18,1,5,0,66,11,151
20150418,56,6,13,2,5,1,83,15,181
20150419,7,0,2,0,2,0,21,7,39
20150420,62,2,19,5,7,0,76,6,177
20150421,42,5,15,1,6,0,41,15,125
20150422,41,5,18,2,5,1,68,8,148
20150423,32,3,8,1,5,0,45,4,98
20150424,73,8,21,3,4,1,83,14,207
20150425,46,9,17,2,10,2,78,9,173
20150426,33,2,6,0,2,0,34,1,78
20150427,69,8,25,2,4,2,96,12,218
20150428,79,10,24,3,7,1,85,7,216
20150429,56,8,25,3,6,0,109,18,225
20150430,79,9,24,7,12,1,105,19,256
20150501,36,1,10,2,4,1,44,11,109
20150502,41,4,11,2,2,0,60,7,127
20150503,16,1,9,1,0,0,15,2,44
20150504,66,9,18,2,10,0,99,11,215
20150505,76,5,23,1,6,0,71,11,193
20150506,65,7,23,1,5,1,89,7,198
20150507,35,10,15,2,4,1,60,13,140
20150508,43,6,16,1,8,0,69,9,152
20150509,47,5,16,3,6,0,92,8,177
20150510,15,0,6,1,1,1,25,3,52
20150511,51,6,21,3,5,1,83,8,178
20150512,61,10,25,2,4,2,94,9,207
20150513,64,10,21,2,6,1,69,17,190
20150514,58,8,21,2,4,1,86,15,195
20150515,43,5,22,2,5,0,85,8,170
20150516,73,5,17,3,4,1,79,15,197
20150517,12,3,2,0,1,0,25,1,44
20150518,61,11,25,2,8,0,98,12,217
20150519,39,6,9,0,2,0,65,10,131
20150520,43,5,19,2,3,0,74,6,152
20150521,50,7,16,3,1,0,76,13,166
20150522,50,5,24,3,9,1,79,9,180
20150523,42,10,19,1,5,0,73,8,158
20150524,27,2,5,1,2,0,33,6,76
20150525,69,3,24,1,4,2,101,14,218
20150526,55,7,25,3,8,1,76,8,183
20150527,46,5,16,2,6,0,64,10,149
20150528,54,4,22,1,2,0,60,5,148
20150529,41,7,13,1,6,2,75,9,154
20150530,71,8,25,0,7,1,85,9,206
20150531,10,1,4,0,2,0,18,5,40
20150601,41,6,18,2,8,2,67,12,156
20150602,48,2,14,1,3,0,71,7,146
20150603,48,8,18,0,9,0,72,8,163
20150604,40,4,7,2,3,0,41,3,100
20150605,62,3,14,4,12,1,85,12,193
20150606,43,5,11,2,7,1,59,10,138
20150607,16,2,4,3,3,1,30,5,64
20150608,51,9,24,2,5,2,127,25,245
20150609,93,10,35,2,7,2,115,17,281
20150610,73,6,20,0,11,1,117,16,244
20150611,58,7,27,3,5,0,90,18,208
20150612,97,10,37,5,10,0,134,14,307
20150613,64,9,12,3,8,0,71,10,177
20150614,15,3,6,0,3,1,47,11,86
20150615,69,10,34,1,9,1,92,12,228
20150616,58,6,19,0,5,0,108,10,206
20150617,88,6,34,1,8,2,125,15,279
20150618,90,19,34,3,11,1,106,21,285
20150619,105,19,31,2,12,2,116,19,306
20150620,65,16,32,2,13,2,115,14,259
20150621,27,4,7,1,2,1,54,7,103
20150622,70,10,16,1,3,0,84,18,202
20150623,103,14,21,8,7,0,125,21,299
20150624,64,14,28,3,7,0,98,25,239
20150625,59,5,18,2,6,1,69,8,168
20150626,47,8,18,2,7,2,74,12,170
20150627,71,12,29,3,7,1,103,15,241
20150628,31,3,7,1,7,0,41,4,94
20150629,48,10,19,0,7,1,74,12,171
20150630,61,10,27,5,8,1,127,19,258
20150701,42,4,21,0,5,1,68,15,156
20150702,42,8,16,0,3,1,76,10,156
20150703,85,8,24,3,6,1,105,11,243
20150704,72,10,21,0,6,0,97,12,218
20150705,25,4,2,1,1,0,49,10,92
20150706,55,8,19,1,8,0,70,10,171
20150707,43,4,13,3,8,1,68,11,151
20150708,56,3,23,1,9,0,70,10,172
20150709,48,4,14,6,5,1,84,13,175
20150710,78,9,17,3,5,0,87,15,214
20150711,61,5,14,5,1,1,71,12,170
20150712,25,1,3,2,2,0,27,3,63
20150713,62,9,20,1,6,1,100,12,211
20150714,99,9,28,5,4,1,121,13,280
20150715,79,6,30,5,7,0,110,21,258
20150716,43,3,17,2,5,1,56,20,147
20150717,48,3,18,1,1,0,90,15,176
20150718,56,11,18,2,5,1,67,18,178
20150719,17,2,7,1,1,0,27,4,59
20150720,61,6,25,3,4,0,91,15,205
20150721,48,6,19,3,9,0,73,18,176
20150722,28,4,18,2,7,1,75,7,142
20150723,43,5,20,1,5,0,79,11,164
20150724,61,9,21,3,5,0,95,10,204
20150725,80,7,23,3,7,1,117,16,254
20150726,14,3,6,1,1,0,14,3,42
20150727,73,2,21,2,5,0,107,11,221
20150728,55,5,22,2,6,0,74,17,181
20150729,72,4,22,6,3,1,115,11,234
20150730,75,9,28,4,13,1,126,19,275
20150731,79,7,29,3,4,1,90,19,232
20150801,61,5,16,0,6,1,86,16,191
20150802,34,3,4,2,3,0,42,7,95
20150803,75,4,23,1,4,2,109,21,239
20150804,37,4,15,1,7,0,62,5,131
20150805,73,5,16,0,6,2,96,13,211
20150806,48,8,15,1,4,0,73,7,156
20150807,58,4,18,2,9,1,73,3,168
20150808,56,5,22,4,4,0,74,11,176
20150809,13,1,9,0,1,0,23,1,48
20150810,62,7,17,2,8,0,71,11,178
20150811,106,20,42,4,9,1,131,18,331
20150812,70,14,24,4,5,2,101,13,233
20150813,51,8,19,3,8,1,87,20,197
20150814,79,8,31,4,10,0,89,6,227
20150815,49,7,17,2,7,2,81,12,177
20150816,28,4,13,2,4,1,40,3,95
20150817,75,9,32,2,11,2,93,8,232
20150818,71,6,25,3,5,3,85,9,207
20150819,89,14,19,4,6,1,114,16,263
20150820,82,12,21,4,5,2,131,20,277
20150821,90,3,27,3,13,2,115,16,269
20150822,72,8,28,5,6,0,94,11,224
20150823,27,2,10,0,5,0,47,8,99
20150824,94,10,28,2,8,1,102,10,255
20150825,84,5,27,0,4,0,115,14,249
20150826,86,12,24,2,8,2,112,13,259
20150827,82,8,25,2,11,1,99,13,241
20150828,72,8,26,3,12,1,108,14,244
20150829,63,6,17,2,4,0,81,22,195
20150830,27,5,7,2,4,0,33,4,82
20150831,83,7,27,4,12,1,86,12,232
20150901,57,11,15,4,9,0,73,15,184
20150902,47,4,18,0,1,0,59,8,137
20150903,46,5,23,6,7,0,63,16,166
20150904,54,6,9,2,5,0,81,7,164
20150905,60,4,25,1,5,1,79,8,183
20150906,8,0,8,1,2,1,21,3,44
20150907,31,8,8,0,3,0,32,3,85
20150908,55,5,28,2,7,0,91,17,205
20150909,52,6,29,4,4,2,85,11,193
20150910,76,5,30,3,8,0,86,16,224
20150911,48,3,23,1,8,0,71,9,163
20150912,51,5,17,1,9,0,64,8,155
20150913,32,2,8,0,2,0,32,4,80
20150914,52,2,9,2,9,1,81,16,172
20150915,70,8,14,1,6,0,82,21,202
20150916,62,4,23,2,12,2,90,10,205
20150917,58,9,17,3,2,2,72,20,183
20150918,70,17,16,0,6,3,95,14,221
20150919,26,0,14,5,7,0,54,1,107
20150920,23,4,7,0,2,0,36,1,73
20150921,49,4,18,0,9,1,73,13,167
20150922,53,6,20,1,5,2,72,9,168
20150923,63,3,25,5,10,0,84,9,199
20150924,51,7,12,0,7,0,64,7,148
20150925,52,2,16,0,7,1,60,7,145
20150926,57,1,31,3,10,2,98,19,221
20150927,25,3,6,2,5,0,26,2,69
20150928,62,7,18,1,7,1,120,21,237
20150929,52,6,23,2,5,0,76,7,171
20150930,62,9,28,1,7,0,93,8,208
20151001,56,8,29,2,8,1,94,11,209
20151002,44,7,23,0,2,1,65,14,156
20151003,58,8,26,1,9,0,101,12,215
20151004,17,1,3,0,3,0,26,10,60
20151005,70,10,24,2,6,1,98,12,223
20151006,92,11,28,3,7,1,102,13,257
20151007,69,11,29,1,8,1,107,15,241
20151008,82,10,33,2,8,1,98,12,246
20151009,87,9,37,2,11,0,131,11,288
20151010,78,5,29,5,11,1,106,22,257
20151011,19,0,3,0,0,0,15,5,42
20151012,36,1,6,0,2,1,42,6,94
20151013,50,5,18,3,8,0,69,8,161
20151014,52,3,16,2,2,1,90,19,185
20151015,61,6,23,3,4,0,71,17,185
20151016,64,8,22,3,5,0,73,6,181
20151017,69,7,14,2,6,1,91,8,198
20151018,17,6,4,1,1,0,26,4,59
20151019,86,13,23,1,7,1,106,11,248
20151020,51,5,15,1,4,1,93,9,179
20151021,78,7,25,2,8,0,104,14,238
20151022,48,7,11,6,7,2,77,6,164
20151023,44,9,15,4,6,0,83,11,172
20151024,58,5,21,1,6,0,88,14,193
20151025,17,2,11,1,8,0,33,8,80
20151026,79,5,31,3,6,0,107,13,244
20151027,35,9,21,1,5,0,67,9,147
20151028,39,6,18,3,6,0,69,14,155
20151029,67,9,23,2,3,1,110,19,234
20151030,60,6,20,3,5,2,82,15,193
20151031,49,9,17,5,4,0,82,10,176
20151101,20,1,5,2,3,0,27,5,63
20151102,27,1,9,0,3,0,49,9,98
20151103,41,3,11,3,3,2,53,12,128
20151104,48,7,23,7,13,2,68,16,184
20151105,60,7,21,1,7,1,78,11,186
20151106,54,6,18,3,8,1,126,16,232
20151107,58,9,17,4,9,0,88,12,197
20151108,23,6,9,1,1,0,40,5,85
20151109,46,9,22,3,4,0,79,11,174
20151110,77,4,29,2,5,0,101,13,231
20151111,65,11,22,2,11,3,71,12,197
20151112,59,7,23,2,8,2,112,8,221
20151113,78,9,24,5,10,0,108,13,247
20151114,33,4,8,0,6,1,65,7,124
20151115,20,1,5,2,3,0,22,3,56
20151116,38,6,18,2,7,2,80,10,163
20151117,37,3,14,1,6,1,55,14,131
20151118,73,9,21,1,8,0,108,13,233
20151119,49,5,22,4,5,0,68,5,158
20151120,31,8,8,2,6,0,47,16,118
20151121,72,4,17,3,8,0,94,8,206
20151122,28,1,13,0,2,1,32,3,80
20151123,39,7,19,4,4,1,82,10,166
20151124,64,2,18,2,6,0,97,11,200
20151125,199,26,62,6,23,1,305,40,662
20151126,174,24,52,2,20,3,245,40,560
20151127,196,25,68,7,24,1,281,38,640
20151128,94,13,37,6,5,2,120,14,291
20151129,36,3,12,3,1,0,57,9,121
20151130,73,10,30,7,13,2,125,10,270
20151201,57,9,19,1,7,1,75,17,186
20151202,43,2,15,2,4,0,90,10,166
20151203,71,6,31,2,14,1,104,19,248
20151204,50,6,19,4,7,1,76,13,176
20151205,93,14,37,3,10,2,106,26,291
20151206,25,1,3,0,3,0,35,7,74
20151207,42,4,14,1,8,1,67,8,145
20151208,53,9,14,1,4,0,78,11,170
20151209,26,3,8,0,0,0,33,3,73
